Date,Year,SolarDay,Period,State ,Site,Exclosure/Control,Rep,Order,Total Number,Size Class <5mm,Size Class >5mm,BigFrac,Notes,EXCLUDE
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Isopoda,30,30,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Mites,167,167,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Spider,37,35,2,0.054054054,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Thysanoptera,21,21,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown,7,7,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown Bug #1,35,35,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown Bug #2,3,3,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown Bug #3,12,12,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown Bug #4,2,1,1,0.5,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,1,Unknown Bug #5,1,0,1,1,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,2,Amphipoda,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,2,Diptera,2,2,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,2,Hemiptera,345,344,1,0.002898551,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,2,Spider,1,0,1,1,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Diptera,1,1,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Hemiptera,460,460,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Hymenoptera,37,37,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Orthoptera,3,0,3,1,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Spider,3,3,0,0,,no
7/31/2014,2014,222,3,ME,Rachel Carson,Exclosure,3,Unknown,2,0,2,1,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Amphipoda,24,18,6,0.25,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Coleoptera,21,21,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Diptera,15,15,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Hemiptera,374,374,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Hymenoptera,2,2,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Isopoda,14,13,1,0.071428571,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Snail,3,3,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Spider,48,44,4,0.083333333,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,1,Unknown Larvae,4,4,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Amphipoda,9,7,2,0.222222222,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Coleoptera,1,1,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Collembola,1,1,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Diptera,11,11,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Hemiptera,203,203,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Hymenoptera,20,1,19,0.95,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Isopoda,4,4,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,2,Spider,39,39,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Amphipoda,31,26,5,0.161290323,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Coleoptera,4,4,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Diptera,20,20,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Hemiptera,290,288,2,0.006896552,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Isopoda,9,9,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Snail,1,0,1,1,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Control,3,Spider,33,30,3,0.090909091,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Amphipoda,11,9,2,0.181818182,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Diptera,38,38,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Hemiptera,360,359,1,0.002777778,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Isopoda,3,3,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Orthoptera,41,41,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,1,Spider,19,18,1,0.052631579,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Amphipoda,27,27,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Diptera,10,10,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Hemiptera,474,473,1,0.002109705,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Hymenoptera,7,7,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Isopoda,51,51,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Orthoptera,63,63,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,2,Spider,39,39,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Amphipoda,11,11,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Coleoptera,3,3,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Diptera,48,48,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Hemiptera,578,575,3,0.005190311,Changed total count from 575 to 578,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Hymenoptera,3,3,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Isopoda,2,2,0,0,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Orthoptera,2,1,1,0.5,,no
8/20/2014,2014,242,4,ME,Rachel Carson,Exclosure,3,Spider,27,26,1,0.037037037,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Coleoptera,3,2,1,0.333333333,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Coleoptera Larvae,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Diptera,2,2,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Diptera,1,1,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Hemiptera,217,217,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Hemiptera,150,150,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Hymenoptera,1,1,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Hymenoptera,5,0,5,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Isopoda,8,8,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Isopoda,20,6,14,0.7,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Snail,1,1,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Spider,31,31,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Spider,18,16,2,0.111111111,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,1,Tysanoptera,1,1,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Amphipoda,2,0,2,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Amphipoda,2,1,1,0.5,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Coleoptera,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Coleoptera,14,14,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Hemiptera,206,205,1,0.004854369,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Hemiptera,175,175,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Hymenoptera,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Isopoda,6,4,2,0.333333333,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Isopoda,8,8,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Orthoptera,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Spider,11,10,1,0.090909091,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,2,Spider,33,33,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Amphipoda,1,1,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Amphipoda,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Hemiptera,209,208,1,0.004784689,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Hemiptera,219,219,0,0,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Orthoptera,1,0,1,1,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Spider,11,10,1,0.090909091,,no
5/22/2015,2015,152,1,ME,Rachel Carson,Control,3,Spider,13,13,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Amphipoda,7,7,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Coleoptera,3,3,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Diptera,36,35,1,0.027777778,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Hemiptera,155,155,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Snail,1,1,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Spider,28,27,1,0.035714286,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,1,Tysanoptera,1,1,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Amphipoda,22,22,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Coleoptera,7,7,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Diptera,25,25,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Hemiptera,116,116,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Isopoda,1,0,1,1,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Snail,1,0,1,1,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,2,Spider,17,14,3,0.176470588,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Amphipoda,9,9,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Diptera,53,53,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Hemiptera,107,107,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Isopoda,1,1,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Snail,1,0,1,1,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Control,3,Spider,24,24,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Amphipoda,7,7,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Coleoptera,7,7,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Diptera,72,72,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Hemiptera,34,34,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Hymenoptera,27,27,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Hymenoptera Larvae,40,40,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Isopoda,1,1,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Orthoptera,28,27,1,0.035714286,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,1,Spider,14,13,1,0.071428571,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Amphipoda,14,14,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Coleoptera,9,9,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Diptera,17,17,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Hemiptera,122,122,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Isopoda,5,5,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Orthoptera,15,14,1,0.066666667,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,2,Spider,28,28,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Amphipoda,18,18,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Diptera,28,28,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Hemiptera,50,47,3,0.06,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Hymenoptera,1,1,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Isopoda,3,3,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Orthoptera,2,2,0,0,,no
6/24/2015,2015,185,2,ME,Rachel Carson,Exclosure,3,Spider,24,24,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Amphipoda,34,33,1,0.029411765,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Coleoptera,16,16,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Diptera,16,16,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Hemiptera,2990,2990,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Isopoda,44,44,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Orthoptera,85,84,1,0.011764706,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,1,Spider,58,58,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Amphipoda,28,28,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Diptera,8,8,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Hemiptera,1870,1869,1,0.000534759,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Isopoda,54,53,1,0.018518519,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Spider,39,38,1,0.025641026,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,2,Tysanoptera,17,17,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Amphipoda,44,42,2,0.045454545,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Coleoptera Larvae,10,10,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Diptera,16,15,1,0.0625,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Hemiptera,1964,1959,5,0.002545825,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Isopoda,47,46,1,0.021276596,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Orthoptera,3,0,3,1,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Spider,55,52,3,0.054545455,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Control,3,Thysanoptera,14,14,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Amphipoda,28,28,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Diptera,18,17,1,0.055555556,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Hemiptera,925,925,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Isopoda,25,25,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Orthoptera,27,21,6,0.222222222,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,1,Spider,67,61,6,0.089552239,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Amphipoda,27,27,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Diptera,43,42,1,0.023255814,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Hemiptera,755,753,2,0.002649007,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Isopoda,29,29,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Orthoptera,103,101,2,0.019417476,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,2,Spider,137,136,1,0.00729927,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Amphipoda,23,23,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Coleoptera,6,6,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Diptera,7,7,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Hemiptera,581,580,1,0.00172117,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Hymenoptera,1,1,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Isopoda,11,11,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Orthoptera,67,67,0,0,,no
7/21/2015,2015,212,3,ME,Rachel Carson,Exclosure,3,Spider,49,48,1,0.020408163,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Amphipoda,7,4,3,0.428571429,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Collembola,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Diptera,3,3,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Hemiptera,58,58,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Hymenoptera,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Isopoda,2,2,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,1,Spider,19,16,3,0.157894737,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Amphipoda,31,20,11,0.35483871,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Coleoptera,1,0,1,1,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Diptera,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Hemiptera,82,82,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Isopoda,29,26,3,0.103448276,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Snail,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,2,Spider,19,19,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,3,Amphipoda,2,2,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,3,Diptera,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,3,Hemiptera,26,26,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,3,Hymenoptera,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Control,3,Spider,12,5,7,0.583333333,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Amphipoda,8,5,3,0.375,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Coleoptera,8,8,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Diptera,3,3,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Hemiptera,43,42,1,0.023255814,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Hymenoptera,3,3,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Isopoda,4,4,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Spider,19,12,7,0.368421053,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,1,Ticks and Mites,4,4,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,2,Amphipoda,26,9,17,0.653846154,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,2,Diptera,2,2,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,2,Hemiptera,45,45,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,2,Isopoda,11,8,3,0.272727273,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,2,Spider,34,31,3,0.088235294,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Amphipoda,46,42,4,0.086956522,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Coleoptera,24,24,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Diptera,15,15,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Hemiptera,246,246,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Hymenoptera,1,1,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Isopoda,27,27,0,0,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Spider,117,110,7,0.05982906,,no
8/31/2015,2015,253,4,ME,Rachel Carson,Exclosure,3,Thysanoptera,1,1,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Diptera,10,10,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Hemiptera,4,4,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Orthoptera,1,1,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Snail,1,0,1,1,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Snail,5,1,4,0.8,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Spider,6,6,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Spider,3,3,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,1,Unknown,1,0,1,1,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Amphipoda,1,0,1,1,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Diptera,10,10,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Hemiptera,4,4,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Snail,3,3,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Snail,6,5,1,0.166666667,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Spider,14,13,1,0.071428571,,no
6/6/2014,2014,167,1,NH,Chapman,Control,2,Spider,7,5,2,0.285714286,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Hemiptera,4,4,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Hemiptera,1,1,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Hymenoptera,1,1,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Isopoda,3,3,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Snail,2,2,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Spider,2,2,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Spider,5,5,0,0,,no
6/6/2014,2014,167,1,NH,Chapman,Control,3,Unknown,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Control,2,Hemiptera,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Control,2,Spider,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Control,3,Hemiptera,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Control,3,Spider,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Exclosure,2,Spider,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Exclosure,3,Amphipoda,1,1,0,0,,no
6/28/2014,2014,189,2,NH,Chapman,Exclosure,3,Hemiptera,3,3,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Amphipoda,11,10,1,0.090909091,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Diptera,5,5,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Hemiptera,65,62,3,0.046153846,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Isopoda,2,1,1,0.5,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Orthoptera,6,6,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Snail,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,1,Spider,25,24,1,0.04,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Amphipoda,8,8,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Coleoptera,4,4,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Diptera,4,4,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Hemiptera,142,137,5,0.035211268,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Isopoda,6,6,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Orthoptera,8,8,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Snail,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,2,Spider,14,14,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Amphipoda,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Hemiptera,57,51,6,0.105263158,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Hymenoptera,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Isopoda,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Orthoptera,1,0,1,1,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Snail,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Control,3,Spider,23,23,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Amphipoda,2,2,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Diptera,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Hemiptera,81,77,4,0.049382716,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Orthoptera,4,4,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Snail,1,1,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,1,Spider,5,5,0,0,,no
7/31/2014,2014,222,3,NH,Chapman,Exclosure,2,Amphipoda,2,2,0,0,,no
